2.376326,-2.166510,0.996716,-0.036310,-0.040452,-0.396873,0.916263,0.045749,-0.132652,0.021414,0.018959,-0.259922,0.081972,0.016442,-0.001182,0.062295,0.029831,-0.140173,0.001788,0.043195,-0.213692,0.304333,0.185647,0.220481,-0.109060,-0.155409,-0.177598,-0.044425,0.296806,-0.241591,0.036503,0.194256,-0.278383,0.328338,1.163745,1.100624,-0.063576,-0.098151,0.015741,0.062497,-0.199538,0.289195,0.194272,0.411484,-0.331107,0.166252,0.135352,0.033733,-0.058701,-0.027736,0.075519,0.331677,-0.035838,0.223400,0.005575,-0.176085,-0.137749,-0.054842,-0.111644,-0.113832,-0.280584,-0.245977,0.411839,-0.396937,-0.077974,0.318953,-0.365541,0.295569,0.137416,-0.258418,0.154381,-0.066112,0.128298,-0.750608,-0.063913,-0.159575,-0.748501,0.042465,0.179251,0.181705,0.068903,-0.167204,0.178357,0.066187,0.233785,-0.077233,0.116178,-0.193880,-0.081235
2.374714,-2.169176,0.996659,-0.037460,-0.043349,-0.395618,0.916626,0.040881,-0.149838,-0.012541,0.016436,-0.314258,0.123447,0.021281,0.008174,0.057204,0.034528,-0.137432,0.002724,0.040829,-0.213849,0.307627,0.192945,0.219796,-0.112772,-0.155466,-0.183495,-0.043758,0.295413,-0.240998,0.030371,0.190925,-0.274004,0.328183,1.165707,1.100307,-0.074161,-0.100825,0.008828,0.060281,-0.213988,0.300489,0.241917,0.467761,-0.254567,0.234879,0.137070,0.046796,-0.118300,-0.007874,0.164694,0.364870,-0.034274,-0.185590,-0.002865,-0.294868,0.033376,-0.069634,0.029676,-0.306602,-0.166538,0.218938,-0.007731,0.098075,-0.015840,-0.529267,-0.133696,-0.345677,-0.110801,-0.722469,0.564677,-0.071435,0.131445,-0.749751,-0.069730,-0.157965,-0.748033,0.044223,0.178796,0.181545,0.068466,-0.167604,0.177972,0.068386,0.233353,-0.077335,0.114877,-0.194111,-0.081781
2.372730,-2.170095,0.996613,-0.036782,-0.043991,-0.395688,0.916593,-0.034838,-0.103623,-0.001870,0.087116,-0.031802,-0.013217,0.018916,0.007212,0.052967,0.035868,-0.136859,0.002833,0.040817,-0.211487,0.304911,0.198247,0.223459,-0.109108,-0.152658,-0.185768,-0.048330,0.293415,-0.239343,0.026870,0.192021,-0.281761,0.322904,1.157788,1.095199,-0.068296,-0.087698,0.005964,0.061040,-0.212218,0.294474,-0.118204,-0.048095,-0.211850,0.066981,0.028658,0.005436,-0.000595,0.118122,-0.135822,0.265146,0.183150,0.183166,0.140416,-0.113637,-0.228612,-0.099921,0.082718,-0.175018,0.054802,-0.387858,-0.263945,-0.395945,-0.255406,0.293246,0.656348,-0.143173,0.037911,0.088489,-0.300723,-0.071514,0.132165,-0.749560,-0.070236,-0.157817,-0.747859,0.044206,0.178369,0.181737,0.067072,-0.167795,0.178127,0.069655,0.231363,-0.077258,0.114272,-0.194126,-0.081442
2.370839,-2.171543,0.996200,-0.036414,-0.044981,-0.396165,0.916354,-0.014464,-0.117806,-0.022857,0.069903,-0.075360,-0.058632,0.017953,0.007043,0.053563,0.037500,-0.135816,0.004262,0.040741,-0.209382,0.304393,0.202831,0.226201,-0.116723,-0.150911,-0.186521,-0.050870,0.289473,-0.238045,0.025659,0.192687,-0.289960,0.316758,1.158973,1.091483,-0.057075,-0.092738,0.009153,0.054544,-0.203832,0.271074,-0.048181,-0.008421,0.029821,0.081627,0.052137,0.071440,-0.003818,0.105242,-0.025899,0.229181,0.137110,-0.380751,0.087359,-0.037622,-0.127017,-0.197083,0.064924,-0.060564,0.033294,-0.409954,-0.307311,0.059273,-0.185809,0.561089,-0.251980,0.159417,-0.324765,0.419310,-1.169999,-0.072304,0.133082,-0.749304,-0.070996,-0.157407,-0.747703,0.044900,0.177818,0.181708,0.066899,-0.167854,0.177909,0.071888,0.229612,-0.077400,0.114822,-0.193571,-0.081519
2.369176,-2.173686,0.996187,-0.036436,-0.046036,-0.396721,0.916060,0.020839,-0.133824,-0.007104,0.036232,-0.096741,-0.066418,0.018649,0.009842,0.048808,0.040672,-0.133974,0.006181,0.041928,-0.209608,0.304455,0.207918,0.225371,-0.114476,-0.153730,-0.190215,-0.049773,0.290361,-0.242465,0.021806,0.189055,-0.289866,0.320792,1.147499,1.090061,-0.033000,-0.078940,0.022856,0.062737,-0.228779,0.299875,0.034787,0.139948,-0.237766,0.158601,0.092081,0.095943,0.059346,-0.011273,0.003133,0.254357,-0.041532,0.112367,-0.140958,-0.184726,0.054879,0.044425,-0.220991,-0.192624,-0.181594,0.004709,0.201704,-0.573707,-0.071114,1.203712,0.689880,0.685170,0.409616,-1.247367,1.440015,-0.074265,0.134665,-0.748869,-0.072548,-0.156328,-0.747631,0.045514,0.177403,0.182121,0.066506,-0.168849,0.177652,0.073514,0.229320,-0.076804,0.114858,-0.194985,-0.081667
2.367772,-2.175479,0.995974,-0.035585,-0.046524,-0.398367,0.915354,0.016261,-0.112109,-0.015737,0.086838,-0.007993,-0.184651,0.020784,0.009460,0.047047,0.042783,-0.132448,0.006580,0.045486,-0.206022,0.303893,0.204839,0.224705,-0.109825,-0.156073,-0.185408,-0.049468,0.290218,-0.237949,0.021185,0.185991,-0.291384,0.316502,1.131894,1.093955,-0.026837,-0.053235,0.022803,0.058774,-0.224217,0.278491,0.106769,-0.019103,-0.088050,0.105559,0.076314,0.019977,0.177919,0.179282,-0.028108,-0.153945,-0.033292,0.232545,-0.117160,0.240357,0.015219,-0.007172,0.225768,-0.031082,-0.153229,-0.075902,-0.214519,-0.780225,0.194700,0.308191,1.285267,-0.002656,-0.198106,0.228083,-1.069177,-0.074755,0.135288,-0.748901,-0.072251,-0.156171,-0.747692,0.045223,0.177238,0.182325,0.066351,-0.168557,0.177446,0.074887,0.228161,-0.076451,0.114918,-0.193955,-0.081941
2.365826,-2.177655,0.996033,-0.035501,-0.047097,-0.399888,0.914665,0.013804,-0.145322,-0.002616,0.020776,-0.046824,-0.169177,0.022114,0.010460,0.048160,0.047160,-0.129233,0.007775,0.048442,-0.204470,0.300101,0.207163,0.224066,-0.109129,-0.153771,-0.186331,-0.049901,0.288957,-0.241549,0.018909,0.182568,-0.293272,0.315524,1.126745,1.093788,-0.033536,-0.035747,0.026198,0.064887,-0.231329,0.289850,0.066515,0.049975,0.055647,0.218852,0.160748,0.059757,0.147802,0.077585,-0.189630,0.116163,-0.031958,0.034792,0.115077,-0.046171,-0.021633,-0.063027,-0.180000,-0.113813,-0.171122,-0.094423,-0.048884,-0.257448,-0.008351,-0.334954,0.874391,0.169766,0.305649,-0.355563,0.567928,-0.076306,0.137287,-0.748580,-0.072741,-0.154614,-0.747756,0.044466,0.176963,0.182723,0.065857,-0.169056,0.177620,0.075540,0.227542,-0.075914,0.114731,-0.195201,-0.081654
2.364334,-2.179193,0.995982,-0.034668,-0.046949,-0.401042,0.914199,0.005621,-0.106845,-0.005973,0.062849,0.048993,-0.127682,0.023449,0.009190,0.045519,0.048850,-0.127541,0.007934,0.050280,-0.202907,0.292433,0.202913,0.222976,-0.098468,-0.150587,-0.182807,-0.048086,0.288568,-0.243891,0.019169,0.178537,-0.298251,0.324658,1.116619,1.093476,-0.034579,-0.045480,0.024577,0.057048,-0.226112,0.274744,0.066756,-0.063503,-0.132014,0.084462,0.084607,0.007920,0.091881,0.078150,-0.383381,-0.212466,-0.054481,0.533054,0.159243,0.176199,0.090743,-0.019473,-0.117090,0.013037,-0.201562,-0.248943,0.456678,-0.506348,-0.015564,-0.052184,-0.486648,-0.081075,-0.391987,0.260846,-0.755298,-0.075905,0.138024,-0.748743,-0.071679,-0.153987,-0.747948,0.042731,0.176714,0.183408,0.064116,-0.169563,0.178183,0.074799,0.226362,-0.075166,0.114195,-0.195524,-0.080848
2.362737,-2.180556,0.996213,-0.033458,-0.047355,-0.403172,0.913285,-0.002270,-0.105176,0.009477,0.113381,0.014791,-0.238614,0.027977,0.008061,0.046513,0.049193,-0.126534,0.007779,0.053794,-0.197528,0.294455,0.194839,0.221581,-0.102225,-0.157980,-0.181676,-0.047688,0.283898,-0.241156,0.017112,0.178616,-0.291698,0.320442,1.119124,1.104021,-0.035223,-0.055885,0.023932,0.059803,-0.223810,0.284337,0.226399,-0.056446,0.049673,0.017158,0.050320,-0.007716,0.175726,0.268937,0.101084,-0.403707,-0.069752,-0.187842,-0.369674,0.056567,0.019895,-0.233480,0.136754,-0.102884,0.003926,0.327678,-0.210769,0.125286,0.527227,-0.032160,-0.520244,-0.032228,0.137779,0.115069,0.479640,-0.076320,0.137726,-0.748957,-0.070752,-0.154539,-0.748056,0.043221,0.176346,0.183023,0.065354,-0.169118,0.177883,0.075448,0.225417,-0.075667,0.115112,-0.195381,-0.081318
2.360795,-2.181510,0.996237,-0.032230,-0.046624,-0.403975,0.913012,-0.029811,-0.103964,0.002304,0.077612,0.117836,-0.087823,0.025573,0.005361,0.046703,0.049571,-0.125120,0.009146,0.053331,-0.195374,0.289992,0.193235,0.219236,-0.102645,-0.156500,-0.180567,-0.046934,0.280642,-0.239190,0.018147,0.178801,-0.294428,0.313019,1.119515,1.104434,-0.035772,-0.037036,0.028569,0.067689,-0.221508,0.277145,-0.120204,-0.134998,0.009494,0.018894,0.070745,0.068315,-0.023174,0.107745,-0.223145,-0.080216,-0.117264,-0.021020,0.074021,0.055457,0.037735,-0.162821,0.098293,0.051764,0.009282,-0.136503,-0.371161,0.019542,0.020641,-0.027460,0.942417,0.231870,0.394286,0.115112,-0.359604,-0.074294,0.138073,-0.749231,-0.068391,-0.154283,-0.748405,0.042660,0.175807,0.183385,0.064640,-0.169151,0.177888,0.075775,0.224349,-0.075318,0.114967,-0.195322,-0.081242
