0.038461,-1.972641,0.771659,0.009873,0.004056,-0.703305,0.710808,0.000961,0.006055,-0.000517,0.008101,0.014980,0.010203,0.069960,0.056413,-0.081121,-0.065671,-0.002987,-0.033611,-0.178412,0.112030,-0.094105,0.192385,-0.228477,-0.087267,-0.076966,-0.446723,0.663360,-0.056463,-0.056036,1.220857,1.280684,0.073826,-0.018915,-0.016035,-0.014009,0.032994,-0.020349,-0.019903,-0.015326,-0.016055,-0.006170,-0.004448,-0.001658,0.017382,-0.000000,-0.000199,-0.021474,-0.011030,0.013213,-0.013012,0.004134,0.006066,0.028207,0.008654,-0.024476,0.162422,-0.754377,0.057974,-0.033941,-0.745703,0.062021,0.201950,0.221601,-0.022914,-0.037965,0.266842,0.111952,0.243201,0.171227,-0.011639,0.034740,0.230524
0.038604,-1.972668,0.771646,0.010024,0.004047,-0.703154,0.710955,0.001453,0.007142,-0.000683,0.011070,0.010076,0.021168,0.069705,0.056311,-0.080560,-0.066204,-0.003526,-0.033846,-0.178660,0.111807,-0.094472,0.192229,-0.228140,-0.087267,-0.077003,-0.446678,0.663311,-0.056406,-0.056050,1.221010,1.280919,0.073941,-0.018612,-0.012780,-0.005073,0.028064,-0.026682,-0.026991,-0.011749,-0.012391,-0.011144,-0.018366,-0.007806,0.016834,-0.000000,-0.001856,0.002284,-0.002473,0.002806,-0.000679,0.007647,0.011768,0.005729,0.015122,-0.024136,0.162283,-0.754394,0.058187,-0.034007,-0.745698,0.062024,0.201944,0.221595,-0.022894,-0.037961,0.266853,0.111955,0.243192,0.171218,-0.011598,0.034744,0.230541
0.038743,-1.972643,0.771640,0.010126,0.004069,-0.703003,0.711103,-0.001190,0.006942,-0.000370,0.005335,0.008826,0.021261,0.069419,0.056132,-0.080034,-0.066555,-0.003943,-0.033839,-0.178557,0.111566,-0.094838,0.192336,-0.227743,-0.087267,-0.076987,-0.446719,0.663280,-0.056025,-0.056072,1.220847,1.280794,0.074325,-0.018403,-0.014270,-0.008988,0.026298,-0.017537,-0.020804,0.000339,0.005159,-0.012026,-0.018307,0.005370,0.019848,-0.000000,0.000785,-0.002066,-0.001569,0.019059,-0.001127,-0.008167,-0.006259,0.019207,0.010457,-0.023836,0.162105,-0.754413,0.058089,-0.034079,-0.745715,0.062026,0.201942,0.221595,-0.022904,-0.037964,0.266846,0.111958,0.243192,0.171222,-0.011611,0.034742,0.230533
0.038866,-1.972601,0.771632,0.010190,0.004098,-0.702867,0.711237,-0.002016,0.006169,-0.000492,0.002176,0.006751,0.019093,0.069170,0.055982,-0.079536,-0.066780,-0.004252,-0.033582,-0.178458,0.111574,-0.095256,0.192506,-0.227228,-0.087267,-0.077005,-0.446110,0.663000,-0.055761,-0.056113,1.220313,1.280905,0.074334,-0.018201,-0.012457,-0.007468,0.024860,-0.011249,-0.015491,0.012829,0.004965,0.000410,-0.020885,0.008514,0.025734,-0.000000,-0.000898,0.030462,-0.013971,0.013196,-0.002042,-0.026671,0.005539,0.000464,0.010099,-0.023602,0.161952,-0.754430,0.057965,-0.033992,-0.745711,0.061975,0.201931,0.221550,-0.022891,-0.037965,0.266839,0.111873,0.243176,0.171139,-0.011580,0.034741,0.230533
0.038947,-1.972147,0.771551,0.010611,0.004495,-0.702120,0.711965,-0.022569,0.004332,-0.004554,0.000317,0.058387,0.103934,0.066951,0.053618,-0.079877,-0.066882,-0.005908,-0.034315,-0.178780,0.111027,-0.104929,0.192739,-0.226943,-0.087267,-0.075706,-0.445723,0.661136,-0.055315,-0.056777,1.219676,1.280777,0.074178,-0.018357,-0.110930,-0.118203,-0.017032,-0.005100,-0.082788,-0.036625,-0.016123,-0.027349,-0.483635,0.011654,0.014263,-0.000000,0.064960,0.019308,-0.093215,0.022337,-0.033194,-0.031850,-0.006413,-0.007805,-0.007821,-0.022079,0.160530,-0.754584,0.058192,-0.032508,-0.745490,0.061700,0.201870,0.221413,-0.022849,-0.038000,0.266823,0.111536,0.243070,0.170904,-0.011636,0.034720,0.230516
0.039085,-1.972380,0.771631,0.010414,0.004336,-0.702518,0.711576,0.011672,0.006775,0.004147,-0.001933,-0.025499,-0.055546,0.067932,0.055041,-0.078651,-0.067066,-0.004678,-0.033220,-0.178340,0.111300,-0.095780,0.192879,-0.226052,-0.087267,-0.076894,-0.444580,0.661162,-0.056219,-0.055860,1.219741,1.281442,0.074500,-0.018219,0.049033,0.071138,0.061303,-0.009199,0.061499,0.054731,0.021987,0.013616,0.457414,0.006971,0.044540,-0.000000,-0.059399,0.057173,0.001303,-0.045201,0.045831,0.003252,0.033300,0.016078,0.006912,-0.022701,0.161266,-0.754508,0.057764,-0.034050,-0.745728,0.061830,0.201822,0.221364,-0.022830,-0.037966,0.266845,0.111647,0.242972,0.170796,-0.011475,0.034742,0.230558
0.039201,-1.972184,0.771619,0.010534,0.004385,-0.702596,0.711497,-0.009723,0.005911,-0.000826,0.005293,0.011860,-0.011021,0.067416,0.054482,-0.078212,-0.067346,-0.004935,-0.032596,-0.179008,0.111579,-0.095473,0.193132,-0.225401,-0.087267,-0.077002,-0.443975,0.661091,-0.055815,-0.055982,1.219513,1.282311,0.074423,-0.017849,-0.025815,-0.027931,0.021923,-0.014003,-0.012826,0.031210,-0.033362,0.013962,0.015379,0.012648,0.032552,0.000000,-0.005390,0.030257,-0.003549,0.020185,-0.006098,-0.011390,0.043442,-0.003859,0.018508,-0.022273,0.160866,-0.754548,0.058091,-0.033937,-0.745677,0.061795,0.201821,0.221333,-0.022747,-0.037957,0.266869,0.111580,0.242978,0.170738,-0.011317,0.034751,0.230605
0.039301,-1.971991,0.771615,0.010669,0.004488,-0.702534,0.711556,-0.009582,0.005127,-0.000449,0.002296,0.016803,0.008491,0.066719,0.053855,-0.078107,-0.067576,-0.005182,-0.031958,-0.179375,0.111415,-0.095591,0.193329,-0.224970,-0.087267,-0.077061,-0.443582,0.661133,-0.055409,-0.056028,1.219399,1.282708,0.074734,-0.017796,-0.034817,-0.031386,0.005294,-0.011469,-0.012373,0.031898,-0.018362,-0.008176,-0.005915,0.009875,0.021585,-0.000000,-0.002971,0.019633,0.002111,0.020307,-0.002304,-0.005710,0.019848,0.015571,0.002631,-0.021740,0.160463,-0.754592,0.058263,-0.034008,-0.745667,0.061769,0.201829,0.221318,-0.022710,-0.037953,0.266880,0.111532,0.242997,0.170712,-0.011239,0.034756,0.230629
0.039411,-1.971768,0.771626,0.010871,0.004663,-0.702438,0.711647,-0.011077,0.005671,0.000252,0.001916,0.026786,0.013054,0.065757,0.052970,-0.077806,-0.067809,-0.005494,-0.031286,-0.179360,0.111240,-0.096033,0.193425,-0.224979,-0.087267,-0.077093,-0.443299,0.660353,-0.054765,-0.056098,1.218921,1.282364,0.074691,-0.017686,-0.048123,-0.044259,0.015021,-0.011651,-0.015576,0.033607,0.000746,-0.008755,-0.022091,0.004763,-0.000493,0.000000,-0.001608,0.014143,-0.039023,0.032169,-0.003455,-0.023926,-0.017216,-0.002147,0.005499,-0.021032,0.159879,-0.754654,0.058232,-0.034028,-0.745669,0.061758,0.201770,0.221256,-0.022742,-0.037958,0.266859,0.111511,0.242899,0.170607,-0.011288,0.034750,0.230602
0.039505,-1.971212,0.771573,0.011306,0.005028,-0.701812,0.712255,-0.027652,0.005063,-0.003317,0.003797,0.057077,0.086998,0.063370,0.050517,-0.078786,-0.067994,-0.007100,-0.031299,-0.180150,0.110486,-0.104519,0.193545,-0.224751,-0.087267,-0.075942,-0.443616,0.659800,-0.054204,-0.056369,1.218671,1.282561,0.074878,-0.017634,-0.119364,-0.122618,-0.048974,-0.009285,-0.080314,-0.000666,-0.039479,-0.037723,-0.424296,0.006021,0.011410,0.000000,0.057577,-0.015842,-0.027642,0.028051,-0.013588,-0.012467,0.009862,0.009371,0.002607,-0.019368,0.158471,-0.754799,0.058792,-0.032887,-0.745467,0.061563,0.201791,0.221234,-0.022677,-0.037984,0.266861,0.111292,0.242942,0.170579,-0.011285,0.034738,0.230612
